64460;aast;AS  ;0.621900826446
55130;abainville;ABNV;0.603614986544
59265;abancourt;ABNK;0.603348985019
60220;abancourt;ABNK;0.603348985019
55400;abaucourt hautecourt;ABKR;0.604569878236
54610;abaucourt sur seille;ABKR;0.604569878273
25320;abbans dessous;ABNS;0.603373104703
25440;abbans dessus;ABNS;0.603373104976
44170;abbaretz;ABRT;0.604590465649
20243;abbazia;ABZ ;0.604618178191
02300;abbecourt;ABKR;0.60381855677
60430;abbecourt;ABKR;0.60381855677
25340;abbenans;ABN ;0.603826715182
80100;abbeville;ABVL;0.603802815244
80132;abbeville;ABVL;0.603802815244
91150;abbeville la riviere;ABVL;0.603802815456
54800;abbeville les conflans;ABVL;0.603802815449
60480;abbeville st lucien;ABVL;0.603802815531
25310;abbevillers;ABVL;0.603802821525
34290;abeilhan;ABLN;0.605231029301
70300;abelcourt;ABLK;0.603824277681
64160;abere;ABR ;0.605244805993
39500;abergement la ronce;ABRG;0.605245242993
39600;abergement le grand;ABRG;0.605245242993
39800;abergement le petit;ABRG;0.605245242993
39110;abergement les thesy;ABRG;0.605245242993
39120;abergement st jean;ABRG;0.605245242993
29870;aberwrach;ABRW;0.605247457249
64150;abidos;ABD ;0.604221970412
37160;abilly;ABL ;0.604199717791
64390;abitain;ABTN;0.604219897734
24300;abjat sur bandiat;ABJT;0.604021924399
62153;ablain st nazaire;ABLN;0.604354706231
80320;ablaincourt pressoir;ABLN;0.604353613413
62116;ablainzevelle;ABLN;0.604355770879
51240;ablancourt;ABLN;0.604340806607
95450;ableiges;ABLG;0.604425628036
78660;ablis;ABL ;0.604380173051
14600;ablon;ABLN;0.604338842975
94480;ablon sur seine;ABLN;0.604343073613
42380;aboen;ABN ;0.604526671675
54115;aboncourt;ABNK;0.603348985019
57920;aboncourt;ABNK;0.603348985019
70500;aboncourt gesincourt;ABNK;0.603348991566
57590;aboncourt sur seille;ABNK;0.603348991722
74360;abondance;ABND;0.603374220773
28410;abondant;ABND;0.60337408647
64360;abos;AB  ;0.604590704187
57560;abreschviller;ABRS;0.604644878624
03200;abrest;ABRS;0.604644840765
05460;abries;ABR ;0.604660108021
59215;abscon;ABSK;0.604714500376
16500;abzac;ABZC;0.605335421699
33230;abzac;ABZC;0.605335421699
25250;accolans;AKLN;0.612838223959
89460;accolay;AKLY;0.612841972419
07160;accons;AKN ;0.611634280445
64490;accous;AK  ;0.611822109146
57340;achain;ACHN;0.599455296769
57412;achen;ACHN;0.599173553719
67204;achenheim;ACHN;0.599694933592
18250;acheres;ACHR;0.601112706887
78260;acheres;ACHR;0.601112706887
77760;acheres la foret;ACHR;0.601112711539
02800;achery;ACHR;0.60111335074
80560;acheux en amienois;ACHX;0.599725314784
80210;acheux en vimeu;ACHX;0.599724290068
62320;acheville;ACHV;0.599670583839
70180;achey;ACHY;0.601051840721
62217;achicourt;ACHK;0.600061982765
62121;achiet le grand;ACHT;0.600107363321
62121;achiet le petit;ACHT;0.600107363491
58110;achun;ACHN;0.60082132368
60690;achy;ACH ;0.60001878287
35690;acigne;ACGN;0.62277830999
27800;aclou;ACL ;0.612611843453
27570;acon;AKN ;0.611570247934
97600;acoua;AK  ;0.611664162284
62144;acq;AK  ;0.611570247934
14220;acqueville;AKVL;0.613189384164
50440;acqueville;AKVL;0.613189384164
27400;acquigny;AKGN;0.613206679105
62380;acquin westbecourt;AKNW;0.61318314148
02200;acy;AC  ;0.622746055597
60620;acy en multien;ACNM;0.6227485387
08300;acy romance;ACRM;0.622808447884
57580;adaincourt;ADNK;0.624291885095
78113;adainville;ADNV;0.624276143568
25360;adam les passavant;ADML;0.624015008476
25530;adam les vercel;ADML;0.624015004594
67320;adamswiller;ADMS;0.624034551508
65260;adast;ADS ;0.625251861212
65100;ade;AD  ;0.624436513899
57380;adelange;ADLN;0.624483534818
70200;adelans;ADLN;0.624483603373
65240;adervielle pouchergues;ADRV;0.625906238645
79200;adilly;ADL ;0.624860874816
62116;adinfer;ADNF;0.624278302441
34230;adissan;ADSN;0.624876203811
88270;adompt;ADMP;0.625239054709
45230;adon;ADN ;0.623966942149
86430;adriers;ADR ;0.625324172808
94390;aeroport d orly;ARPR;0.633604925884
20167;afa;AF  ;0.604526671675
19260;affieux;AFX ;0.604172358445
54800;affleville;AFLV;0.604361435253
69170;affoux;AFX ;0.603493613824
54740;affracourt;AFRK;0.6046780445
62380;affringues;AFRN;0.60463538302
31230;agassac;AKSC;0.612857777689
83530;agay;AKY ;0.613448534936
34300;agde;AGD ;0.606895874599
34210;agel;AGL ;0.605888429752
47000;agen;AGN ;0.605371900826
12630;agen d aveyron;AGND;0.605442785858
21700;agencourt;AGNK;0.605415100722
80370;agenville;AGNV;0.605399359196
80150;agenvillers;AGNV;0.605399365477
52340;ageville;AGVL;0.605868930946
21410;agey;AGY ;0.613448534936
20270;aghione;AGN ;0.606218100167
54770;agincourt;AGNK;0.605696843772
47350;agme;AGM ;0.606520217198
47800;agnac;AGNC;0.60655630825
43100;agnat;AGN ;0.606554367871
50180;agneaux;AGNX;0.606554367871
60600;agnetz;AGNT;0.606587539534
62161;agnez les duisans;AGNZ;0.606524391305
02340;agnicourt et sechelles;AGNK;0.606539256475
62690;agnieres;AGNR;0.606541299049
80290;agnieres;AGNR;0.606541299049
05250;agnieres en devoluy;AGNR;0.606541299159
38150;agnin;AGN ;0.60651167953
64400;agnos;AGN ;0.60655727844
62217;agny;AGN ;0.606537292535
50230;agon coutainville;AKNK;0.605415119682
24460;agonac;AKNC;0.605429336049
34190;agones;AKN ;0.605396155566
03210;agonges;AKNG;0.605402885153
17350;agonnay;AKNY;0.605427007594
65400;agos vidalos;AKSV;0.612856417264
16110;agris;AGR ;0.606728031804
17500;agudelle;AKDL;0.613096400223
12520;aguessac;AKSC;0.61351517814
02190;aguilcourt;AKLK;0.612464397892
81470;aguts;AKT ;0.613136910047
14400;agy;AG  ;0.606217129977
64220;ahaxe alciette bascassan;AXLC;0.630692626552
64210;ahetze;ATZ ;0.633824650266
88500;aheville;AVL ;0.601843753546
53940;ahuille;AL  ;0.0686513899324
23150;ahun;AN  ;0.615702479339
21121;ahuy;AY  ;0.0454545454545
59149;aibes;AB  ;0.922021207568
25750;aibre;ABR ;0.922823748378
64120;aicirits camou suhast;ACRT;0.940989531177
79230;aiffres;AFR ;0.922826658947
30700;aigaliers;AKLR;0.931021838468
08090;aiglemont;AGLM;0.924610449485
39110;aiglepierre;AGLP;0.924611313293
27120;aigleville;AGLV;0.924609369138
04510;aiglun;AGLN;0.924661675494
06910;aiglun;AGLN;0.924661675494
32290;aignan;AGN ;0.92468069121
21510;aignay le duc;AGNY;0.924768253141
34210;aigne;AGN ;0.92470203538
72650;aigne;AGN ;0.92470203538
14710;aignerville;AGNR;0.924768841154
31550;aignes;AGN ;0.924704945949
16190;aignes et puyperoux;AGNS;0.924705129079
80210;aigneville;AGNV;0.924703283488
51150;aigny;AGN ;0.924719110716
79370;aigonnay;AKNY;0.923608825776
16140;aigre;AGR ;0.92488986408
31280;aigrefeuille;AGRF;0.92489107622
17290;aigrefeuille d aunis;AGRF;0.924891076221
44140;aigrefeuille sur maine;AGRF;0.924891076221
30350;aigremont;AGRM;0.924892192535
52400;aigremont;AGRM;0.924892192535
78240;aigremont;AGRM;0.924892192535
89800;aigremont;AGRM;0.924892192535
73610;aiguebelette le lac;AKBL;0.930248326394
73220;aiguebelle;AKBL;0.930248320084
73260;aigueblanche;AKBL;0.930249386983
81200;aiguefonde;AKFN;0.930247393994
63260;aigueperse;AKPR;0.930293949553
69790;aigueperse;AKPR;0.930293949553
09000;aigues juntes;AKSJ;0.930287183689
30220;aigues mortes;AKSM;0.9302881194
09600;aigues vives;AKSV;0.930286916493
11800;aigues vives;AKSV;0.930286916493
30670;aigues vives;AKSV;0.930286916493
34210;aigues vives;AKSV;0.930286916493
30760;aigueze;AKZ ;0.930312253572
43000;aiguilhe;AKL ;0.930645222631
05470;aiguilles;AKL ;0.93064535493
47190;aiguillon;AKLN;0.930644252442
83630;aiguines;AKN ;0.930649623764
36140;aigurande;AKRN;0.931070015723
05340;ailefroide;ALFR;0.93231609843
07200;ailhon;ALN ;0.931818181818
45230;aillant sur milleron;ALNT;0.93188954951
89110;aillant sur tholon;ALNT;0.931889549586
33124;aillas;AL  ;0.933103100881
42130;ailleux;ALX ;0.932287753569
70110;aillevans;ALVN;0.932313498872
10200;ailleville;ALVL;0.932315211938
70320;aillevillers et lyaumont;ALVL;0.93231521822
52700;aillianville;ALNV;0.932664659077
72600;aillieres beauvoir;ALRS;0.932751554415
73340;aillon le jeune;ALNL;0.931866173149
73340;aillon le vieux;ALNL;0.931866165801
70300;ailloncourt;ALNK;0.931861381714
27600;ailly;AL  ;0.932663410969
80690;ailly le haut clocher;ALLT;0.932713035976
55300;ailly sur meuse;ALSR;0.932756483528
80250;ailly sur noye;ALSR;0.932756483442
80470;ailly sur somme;ALSR;0.932756484869
30470;aimargues;AMRK;0.935166938242
73210;aime;AM  ;0.934353869271
04000;ainac;ANC ;0.935147872413
03360;ainay le chateau;ANYL;0.935810552681
18200;ainay le vieil;ANYL;0.935810568789
64220;aincille;ANCL;0.168248528416
95510;aincourt;ANKR;0.157272385766
55110;aincreville;ANCR;0.158362186568
54460;aingeray;ANGR;0.158966724826
88140;aingeville;ANGV;0.151323476401
52230;aingoulaincourt;ANKL;0.151061903526
64130;ainharp;ANRP;0.935164947749
64220;ainhice mongelos;ANCM;0.934794635344
64250;ainhoa;AN  ;0.935105184072
70800;ainvelle;ANVL;0.149277829694
88320;ainvelle;ANVL;0.149277829694
80270;airaines;ARN ;0.939947144425
14370;airan;ARN ;0.938016528926
08190;aire;AR  ;0.938486100676
40800;aire sur l adour;ARSR;0.938579172976
62120;aire sur la lys;ARSR;0.938579172972
50680;airel;ARL ;0.938533057851
60600;airion;ARN ;0.938861758077
62180;airon notre dame;ARNT;0.938070424264
62180;airon st vaast;ARNS;0.938083724448
11320;airoux;ARX ;0.938204357626
79600;airvault;ARVL;0.938637644287
21110;aiserey;ASRY;0.942024576066
70500;aisey et richecourt;ASYT;0.942032030589
21400;aisey sur seine;ASYS;0.942028392653
85450;aisne;ASN ;0.941230961
02110;aisonville et bernoville;ASNV;0.940110103375
25360;aissey;ASY ;0.94196093163
21390;aisy sous thil;ASST;0.941018046257
89390;aisy sur armancon;ASRM;0.941020946895
20244;aiti;AT  ;0.942993989482
73220;aiton;ATN ;0.942148760331
19200;aix;AX  ;0.909090909091
59310;aix;AX  ;0.909090909091
26150;aix en diois;AXND;0.948417169958
62650;aix en ergny;AXNR;0.948435267365
62170;aix en issart;AXNS;0.948869789304
10160;aix en othe;AXNT;0.948870570814
13090;aix en provence;AXNP;0.948418242391
13100;aix en provence;AXNP;0.948418242391
63980;aix la fayette;AXLF;0.949437007264
73100;aix les bains;AXLS;0.949404474424
62160;aix noulette;AXNL;0.949484934628
87700;aixe sur vienne;AXSR;0.948909749398
07530;aizac;AZC ;0.953742913735
52120;aizanville;AZNV;0.952506797212
36150;aize;AZ  ;0.952948910594
80240;aizecourt le bas;AZKR;0.952992117108
80200;aizecourt le haut;AZKR;0.952992117115
16700;aizecq;AZK ;0.952991598934
02820;aizelles;AZL ;0.952996970257
85190;aizenay;AZNY;0.952564715525
27500;aizier;AZR ;0.953412661207
02370;aizy jouy;AZJY;0.953354917288
11300;ajac;AJC ;0.606635475719
20000;ajaccio;AJK ;0.606638470878
20090;ajaccio;AJK ;0.606638470878
23380;ajain;AJN ;0.605653643877
24210;ajat;AJ  ;0.606592787378
20243;ajiola;AJL ;0.606274873897
57590;ajoncourt;AJNK;0.605415100722
27410;ajou;AJ  ;0.605559729527
07000;ajoux;AJX ;0.605559729527
11240;alaigne;ALGN;0.615546905032
02240;alaincourt;ALNK;0.613961306582
70210;alaincourt;ALNK;0.613961306582
57590;alaincourt la cote;ALNK;0.613961313208
11290;alairac;ALRC;0.615577025008
25330;alaise;ALS ;0.61557965334
31420;alan;ALN ;0.613636363636
20212;alando;ALND;0.613707187475
20167;alata;ALT ;0.614928074026
07400;alba la romaine;ALBL;0.614257599516
81250;alban;ALBN;0.614199849737
48310;albaret le comtal;ALBR;0.614258244129
48200;albaret ste marie;ALBR;0.61425824421
11360;albas;ALB ;0.614258255149
46140;albas;ALB ;0.614258255149
